rfi_id,package,station,subsystem_type,activity_name,initiator_role,contractor_id,inspector_id,raised_date,sla_deadline,closed_date,result,planned_quantity,verified_quantity,quantity_unit,remarks
RFI-0328,PKG-04-TELECOM,STN-07-ESI-Hospital,TVS,Tunnel ventilation fan installation,PLANNING_ENG,CTR-07,INS-11,2025-06-12,2025-06-14,2025-06-13,APPROVED_WITH_COMMENTS,274.82,249.93,kg,Approved with comments: Pre-stressing within limits but elongation at 1.6% of theoretical is close to 5% tolerance. Extra monitoring on next span.
RFI-0329,PKG-05-TRACK,STN-04-Palam,TRACK,Check rail installation,PLANNING_ENG,CTR-03,INS-01,2025-05-10,2025-05-12,2025-05-11,REJECTED,278.19,0,nos,"REJECTED: Reinforcement spacing irregular. Measured 202mm against designed 150mm at beam B9. Non-conformance noted. Weather: Clear, 28C, good conditions."
RFI-0330,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Sleeper laying,CONTRACTOR_SE,CTR-08,INS-03,2025-11-20,2025-11-22,2025-11-21,APPROVED,421.95,382.7,cum,"Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0331,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Pile cap construction,CONTRACTOR_SE,CTR-02,INS-04,2025-09-05,2025-09-07,2025-09-17,REJECTED,156.91,0,sqm,"REJECTED: Earthing resistance measured at 1.9 ohm, exceeds maximum 1.0 ohm. Additional earth pits required."
RFI-0332,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Waterproofing membrane application,CONTRACTOR_SE,CTR-02,INS-01,2026-03-02,2026-03-04,2026-03-02,APPROVED,133.32,118.36,nos,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 26 joints tested. Approved.
RFI-0333,PKG-03-SIGNALLING,STN-05-Sadar-Bazar,SIG,Data logger installation,PLANNING_ENG,CTR-07,INS-10,2025-04-09,2025-04-11,2025-04-17,REJECTED,14.35,0,nos,REJECTED: Concrete cover insufficient at 4 locations. Cover meter shows 23mm against required 45mm. Rectification required before re-inspection.
RFI-0334,PKG-02-ELECTRICAL,STN-06-Rajouri-Garden,ELEC,Earthing system installation,CONTRACTOR_SE,CTR-05,INS-05,2025-11-30,2025-12-02,2025-12-01,APPROVED,375.2,342.0,kg,Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached.
RFI-0335,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Retaining wall construction,PLANNING_ENG,CTR-02,INS-02,2025-07-02,2025-07-04,2025-07-05,APPROVED_WITH_COMMENTS,17.6,16.04,nos,Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected.
RFI-0336,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,ELEC,Transformer erection,PLANNING_ENG,CTR-04,INS-08,2025-12-05,2025-12-07,2025-12-06,APPROVED,19.62,17.84,kg,"Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached. Weather: Overcast, light drizzle earlier."
RFI-0337,PKG-03-SIGNALLING,STN-07-ESI-Hospital,SIG,Interlocking system testing,CONTRACTOR_SE,CTR-07,INS-10,2025-05-14,2025-05-16,2025-05-14,APPROVED_WITH_COMMENTS,224.61,198.62,MT,Approved with comments: Overall installation acceptable. Minor paint touch-up required at 2 locations. Snag list attached.
RFI-0338,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Concourse level slab,SITE_ENG,CTR-01,INS-01,2025-12-07,2025-12-09,,REJECTED,241.56,0,MT,REJECTED: Welding quality unsatisfactory. UT test shows 5 defects in 29 joints. Grind and re-weld required.
RFI-0339,PKG-05-TRACK,STN-02-Dabri-Mor,TRACK,Buffer stop installation,SITE_ENG,CTR-03,INS-03,2026-02-04,2026-02-06,2026-02-05,APPROVED,304.5,273.16,MT,Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage.
RFI-0340,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Staircase structural work,CONTRACTOR_SE,CTR-01,INS-02,2025-05-27,2025-05-29,2025-05-27,APPROVED,106.59,97.54,rmt,Fire alarm loop testing completed successfully. All 44 devices responding. Zone mapping verified against approved layout.
RFI-0341,PKG-05-TRACK,STN-05-Sadar-Bazar,TRACK,Check rail installation,CONTRACTOR_SE,CTR-03,INS-01,2025-11-02,2025-11-04,2025-11-03,APPROVED,477.92,442.62,sqm,Cable laying completed as per routing diagram. Insulation resistance test passed (429 Megaohm). Bend radius maintained. Approved.
RFI-0342,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Parapet wall casting,PLANNING_ENG,CTR-02,INS-04,2025-11-09,2025-11-11,2025-11-10,APPROVED,70.08,69.6,MT,Fire alarm loop testing completed successfully. All 36 devices responding. Zone mapping verified against approved layout.
RFI-0343,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-02,INS-01,2025-05-21,2025-05-23,,REJECTED,181.94,0,nos,"REJECTED: Fire alarm device at location not responding. Wiring fault suspected. Contractor to trace and rectify loop 2. Weather: Monsoon conditions, intermittent rain."
RFI-0344,PKG-04-TELECOM,STN-06-Rajouri-Garden,TEL,CCTV camera mounting,PLANNING_ENG,CTR-05,INS-11,2025-09-15,2025-09-17,2025-09-18,APPROVED_WITH_COMMENTS,285.41,258.25,nos,"Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected. Weather: Overcast, light drizzle earlier."
RFI-0345,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Insulated rail joint installation,SITE_ENG,CTR-08,INS-01,2025-11-30,2025-12-02,2025-12-01,APPROVED,459.18,429.01,kg,"Cable laying completed as per routing diagram. Insulation resistance test passed (192 Megaohm). Bend radius maintained. Approved. Weather: Overcast, light drizzle earlier."
RFI-0346,PKG-05-TRACK,STN-04-Palam,TRACK,Track bed preparation,PLANNING_ENG,CTR-08,INS-02,2025-11-12,2025-11-14,2025-11-13,APPROVED,407.34,393.05,cum,"Track alignment survey completed. Versine readings within 4mm tolerance. Rail level difference within +/-3mm. Approved for traffic. Weather: Monsoon conditions, intermittent rain."
RFI-0347,PKG-05-TRACK,STN-05-Sadar-Bazar,TRACK,Insulated rail joint installation,CONTRACTOR_SE,CTR-03,INS-02,2025-11-29,2025-12-01,2025-11-29,APPROVED,158.38,148.93,kg,Fire alarm loop testing completed successfully. All 22 devices responding. Zone mapping verified against approved layout.
RFI-0348,PKG-02-ELECTRICAL,STN-07-ESI-Hospital,BMS,Sensor wiring and termination,SITE_ENG,CTR-05,INS-06,2025-08-04,2025-08-06,2025-08-08,APPROVED,359.17,356.93,kg,"Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 11 joints tested. Approved. Weather: Clear, 28C, good conditions."
RFI-0349,PKG-03-SIGNALLING,STN-01-Janakpuri-West,SIG,Data logger installation,PLANNING_ENG,CTR-07,INS-10,2025-05-28,2025-05-30,2025-05-30,REJECTED,225.94,0,MT,"REJECTED: Pre-stressing elongation 6.3% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0350,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Retaining wall construction,PLANNING_ENG,CTR-01,INS-02,2025-05-01,2025-05-03,2025-05-02,APPROVED_WITH_COMMENTS,53.45,53.37,sqm,"Approved with comments: Cable routing acceptable but labelling incomplete at 7 junction boxes. Complete labelling before next inspection milestone. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0351,PKG-03-SIGNALLING,STN-02-Dabri-Mor,SCADA,SCADA HMI configuration,PLANNING_ENG,CTR-06,INS-09,2026-02-19,2026-02-21,2026-02-20,APPROVED,252.38,230.29,kg,"Pre-stressing operation completed. Jack pressure verified at 258 bar. Elongation within +/-1.6% of theoretical. Grouting may proceed. Weather: Overcast, light drizzle earlier."
RFI-0352,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Track bed preparation,SITE_ENG,CTR-03,INS-02,2026-03-06,2026-03-08,2026-03-08,APPROVED,218.59,213.6,cum,"Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0353,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Staircase structural work,PLANNING_ENG,CTR-03,INS-02,2025-09-04,2025-09-06,2025-09-08,APPROVED,127.67,122.47,kg,"Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached. Weather: Dust storm warning, work paused 2hrs."
RFI-0354,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Third rail insulator mounting,CONTRACTOR_SE,CTR-03,INS-03,2026-02-26,2026-02-28,2026-02-27,APPROVED_WITH_COMMENTS,212.43,212.08,cum,Approved with comments: Alignment acceptable but contractor advised to improve survey control. 11mm deviation close to limit.
RFI-0355,PKG-02-ELECTRICAL,STN-07-ESI-Hospital,ELEC,HT cable laying,PLANNING_ENG,CTR-05,INS-06,2026-03-20,2026-03-22,2026-04-01,REJECTED,134.66,0,cum,"REJECTED: Alignment deviation of 7mm exceeds tolerance of +/-5mm at chainage 7949m. Contractor to realign and request re-inspection. Weather: Dust storm warning, work paused 2hrs."
RFI-0356,PKG-04-TELECOM,STN-07-ESI-Hospital,TEL,Network switch installation,CONTRACTOR_SE,CTR-05,INS-12,2026-02-18,2026-02-20,2026-02-18,APPROVED,200.4,194.9,rmt,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0357,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-01,INS-04,2025-09-10,2025-09-12,2025-09-14,REJECTED,57.81,0,nos,"REJECTED: Earthing resistance measured at 0.6 ohm, exceeds maximum 1.0 ohm. Additional earth pits required. Weather: Dust storm warning, work paused 2hrs."
RFI-0358,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Buffer stop installation,CONTRACTOR_SE,CTR-08,INS-02,2025-11-25,2025-11-27,2025-11-26,APPROVED,356.1,332.36,nos,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0359,PKG-04-TELECOM,STN-05-Sadar-Bazar,TVS,Smoke extraction duct,PLANNING_ENG,CTR-07,INS-11,2026-02-28,2026-03-02,2026-03-01,APPROVED,45.78,42.15,MT,Pre-stressing operation completed. Jack pressure verified at 253 bar. Elongation within +/-7.5% of theoretical. Grouting may proceed.
RFI-0360,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Waterproofing membrane application,CONTRACTOR_SE,CTR-03,INS-04,2025-05-21,2025-05-23,2025-05-22,APPROVED,66.06,65.09,MT,Cable laying completed as per routing diagram. Insulation resistance test passed (223 Megaohm). Bend radius maintained. Approved.
RFI-0361,PKG-02-ELECTRICAL,STN-02-Dabri-Mor,BMS,Fire alarm panel integration,CONTRACTOR_SE,CTR-04,INS-05,2025-11-26,2025-11-28,2025-11-26,APPROVED,464.31,420.01,MT,"Inspection carried out. Alignment checked with total station, deviation within +/-7mm. Material test certificates verified. Clearance granted. Weather: Dust storm warning, work paused 2hrs."
RFI-0362,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Retaining wall construction,SITE_ENG,CTR-01,INS-03,2025-06-03,2025-06-05,2025-06-04,APPROVED,380.71,355.53,MT,"Work executed as per approved drawing DRG-564-R2. Concrete cube strength satisfactory at 30 MPa. Cover meter reading within tolerance. Approved for next activity. Weather: Clear, 35C."
RFI-0363,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Platform edge finishing,PLANNING_ENG,CTR-03,INS-04,2025-09-14,2025-09-16,2025-09-15,APPROVED,237.18,221.59,nos,"Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0364,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Expansion joint installation,SITE_ENG,CTR-02,INS-01,2026-02-03,2026-02-05,2026-02-03,APPROVED_WITH_COMMENTS,297.93,286.15,cum,Approved with comments: Cable routing acceptable but labelling incomplete at 2 junction boxes. Complete labelling before next inspection milestone.
RFI-0365,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Viaduct segment erection,PLANNING_ENG,CTR-01,INS-01,2025-08-11,2025-08-13,2025-08-13,APPROVED_WITH_COMMENTS,232.51,211.04,rmt,"Approved with comments: Cable routing acceptable but labelling incomplete at 2 junction boxes. Complete labelling before next inspection milestone. Weather: Overcast, light drizzle earlier."
RFI-0366,PKG-01-CIVIL,STN-04-Palam,CIVIL,Pile cap construction,CONTRACTOR_SE,CTR-01,INS-01,2026-01-15,2026-01-17,2026-01-17,APPROVED,177.69,156.73,cum,"Fire alarm loop testing completed successfully. All 75 devices responding. Zone mapping verified against approved layout. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0367,PKG-04-TELECOM,STN-08-Kirti-Nagar,TVS,Tunnel ventilation fan installation,SITE_ENG,CTR-07,INS-11,2025-08-29,2025-08-31,2025-08-31,APPROVED_WITH_COMMENTS,208.16,199.77,kg,"Approved with comments: Alignment acceptable but contractor advised to improve survey control. 12mm deviation close to limit. Weather: Dust storm warning, work paused 2hrs."
RFI-0368,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Expansion joint installation,CONTRACTOR_SE,CTR-03,INS-03,2025-04-04,2025-04-06,2025-04-04,APPROVED,35.96,34.18,kg,"Inspection carried out. Alignment checked with total station, deviation within +/-12mm. Material test certificates verified. Clearance granted. Weather: Dust storm warning, work paused 2hrs."
RFI-0369,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Check rail installation,PLANNING_ENG,CTR-03,INS-01,2026-02-11,2026-02-13,2026-02-12,APPROVED,489.4,452.42,sqm,"Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage. Weather: Overcast, light drizzle earlier."
RFI-0370,PKG-03-SIGNALLING,STN-05-Sadar-Bazar,SIG,Interlocking system testing,CONTRACTOR_SE,CTR-07,INS-09,2026-03-02,2026-03-04,2026-03-04,APPROVED,475.94,460.61,kg,"Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting. Weather: Dust storm warning, work paused 2hrs."
RFI-0371,PKG-05-TRACK,STN-04-Palam,TRACK,Check rail installation,PLANNING_ENG,CTR-08,INS-03,2026-03-29,2026-03-31,2026-03-29,APPROVED,45.8,40.59,nos,"Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 24 joints tested. Approved. Weather: Dust storm warning, work paused 2hrs."
RFI-0372,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,BMS,Access control integration,SITE_ENG,CTR-04,INS-07,2025-10-16,2025-10-18,2025-10-16,APPROVED,421.18,420.36,nos,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 5 joints tested. Approved.
RFI-0373,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Rail welding (thermit),CONTRACTOR_SE,CTR-08,INS-01,2026-01-26,2026-01-28,2026-01-27,APPROVED_WITH_COMMENTS,41.4,37.12,cum,Approved with comments: Work generally satisfactory but 8 minor finishing defects noted. Contractor to rectify within 7 days. No re-inspection needed.
RFI-0374,PKG-03-SIGNALLING,STN-07-ESI-Hospital,SCADA,Communication link testing,CONTRACTOR_SE,CTR-06,INS-09,2025-07-17,2025-07-19,2025-07-30,REJECTED,33.05,0,MT,"REJECTED: Reinforcement spacing irregular. Measured 185mm against designed 200mm at beam B9. Non-conformance noted. Weather: Overcast, light drizzle earlier."
RFI-0375,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pile cap construction,PLANNING_ENG,CTR-02,INS-03,2026-03-10,2026-03-12,2026-03-11,APPROVED,268.58,255.59,nos,Fire alarm loop testing completed successfully. All 22 devices responding. Zone mapping verified against approved layout.
RFI-0376,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-01,INS-02,2025-12-16,2025-12-18,2025-12-27,APPROVED_WITH_COMMENTS,62.16,57.48,nos,Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected.
RFI-0377,PKG-04-TELECOM,STN-07-ESI-Hospital,TEL,OFC termination and splicing,PLANNING_ENG,CTR-07,INS-12,2025-05-30,2025-06-01,2025-06-07,REJECTED,52.96,0,MT,"REJECTED: Alignment deviation of 6mm exceeds tolerance of +/-5mm at chainage 7041m. Contractor to realign and request re-inspection. Weather: Dust storm warning, work paused 2hrs."
RFI-0378,PKG-04-TELECOM,STN-06-Rajouri-Garden,TVS,Tunnel ventilation fan installation,SITE_ENG,CTR-05,INS-11,2026-01-18,2026-01-20,2026-01-19,APPROVED,378.43,376.01,nos,Track alignment survey completed. Versine readings within 4mm tolerance. Rail level difference within +/-1mm. Approved for traffic.
RFI-0379,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Platform edge finishing,SITE_ENG,CTR-03,INS-04,2025-06-02,2025-06-04,2025-06-02,APPROVED,486.84,442.4,rmt,"Track alignment survey completed. Versine readings within 4mm tolerance. Rail level difference within +/-1mm. Approved for traffic. Weather: Dust storm warning, work paused 2hrs."
RFI-0380,PKG-04-TELECOM,STN-07-ESI-Hospital,TVS,Jet fan mounting,PLANNING_ENG,CTR-07,INS-12,2026-03-03,2026-03-05,2026-03-04,APPROVED,131.53,127.64,MT,"Cable laying completed as per routing diagram. Insulation resistance test passed (363 Megaohm). Bend radius maintained. Approved. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0381,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Platform edge finishing,SITE_ENG,CTR-02,INS-01,2026-01-15,2026-01-17,2026-01-16,APPROVED,290.22,276.98,sqm,"Inspection carried out. Alignment checked with total station, deviation within +/-1mm. Material test certificates verified. Clearance granted. Weather: Monsoon conditions, intermittent rain."
RFI-0382,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pile cap construction,PLANNING_ENG,CTR-02,INS-01,2025-08-01,2025-08-03,2025-08-04,APPROVED,323.09,286.75,cum,"Earthing resistance measured at 1.7 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Clear, 35C."
RFI-0383,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Retaining wall construction,SITE_ENG,CTR-03,INS-04,2025-09-06,2025-09-08,2025-09-07,APPROVED_WITH_COMMENTS,131.22,125.34,sqm,"Approved with comments: Work generally satisfactory but 3 minor finishing defects noted. Contractor to rectify within 3 days. No re-inspection needed. Weather: Monsoon conditions, intermittent rain."
RFI-0384,PKG-04-TELECOM,STN-08-Kirti-Nagar,TVS,TVS control panel wiring,CONTRACTOR_SE,CTR-05,INS-12,2025-11-04,2025-11-06,2025-11-05,APPROVED,362.42,330.24,nos,"Pre-stressing operation completed. Jack pressure verified at 257 bar. Elongation within +/-1.1% of theoretical. Grouting may proceed. Weather: Dust storm warning, work paused 2hrs."
RFI-0385,PKG-02-ELECTRICAL,STN-07-ESI-Hospital,ELEC,Switchgear panel erection,PLANNING_ENG,CTR-05,INS-05,2025-11-27,2025-11-29,2025-11-28,APPROVED,319.38,303.72,kg,"Inspection carried out. Alignment checked with total station, deviation within +/-1mm. Material test certificates verified. Clearance granted. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0386,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Third rail insulator mounting,SITE_ENG,CTR-03,INS-02,2025-12-01,2025-12-03,2025-12-02,APPROVED,47.36,46.27,MT,"Fire alarm loop testing completed successfully. All 73 devices responding. Zone mapping verified against approved layout. Weather: Dust storm warning, work paused 2hrs."
RFI-0387,PKG-05-TRACK,STN-05-Sadar-Bazar,TRACK,Track bed preparation,CONTRACTOR_SE,CTR-08,INS-02,2026-03-05,2026-03-07,2026-03-05,APPROVED,254.56,252.19,rmt,"Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage. Weather: Monsoon conditions, intermittent rain."
RFI-0388,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,U-girder launching,PLANNING_ENG,CTR-02,INS-03,2026-03-30,2026-04-01,2026-03-31,APPROVED,306.64,302.51,MT,"Fire alarm loop testing completed successfully. All 42 devices responding. Zone mapping verified against approved layout. Weather: Overcast, light drizzle earlier."
RFI-0389,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Station roof slab casting,CONTRACTOR_SE,CTR-01,INS-03,2026-01-11,2026-01-13,2026-01-12,APPROVED,223.1,197.67,rmt,"Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0390,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,ELEC,UPS installation,CONTRACTOR_SE,CTR-04,INS-07,2025-11-08,2025-11-10,2025-11-26,REJECTED,274.57,0,nos,"REJECTED: Pre-stressing elongation 3.1% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Monsoon conditions, intermittent rain."
RFI-0391,PKG-05-TRACK,STN-04-Palam,TRACK,Rail fastening clip installation,CONTRACTOR_SE,CTR-03,INS-02,2025-07-19,2025-07-21,2025-07-20,REJECTED,237.37,0,sqm,REJECTED: Track geometry outside tolerance. Gauge widening of 10mm at curve R400m. Immediate rectification required.
RFI-0392,PKG-05-TRACK,STN-02-Dabri-Mor,TRACK,Rail fastening clip installation,PLANNING_ENG,CTR-03,INS-03,2026-01-23,2026-01-25,,REJECTED,144.8,0,sqm,REJECTED: Welding quality unsatisfactory. UT test shows 3 defects in 22 joints. Grind and re-weld required.
RFI-0393,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Insulated rail joint installation,SITE_ENG,CTR-08,INS-01,2025-11-12,2025-11-14,2025-11-29,REJECTED,137.16,0,MT,REJECTED: Alignment deviation of 7mm exceeds tolerance of +/-5mm at chainage 8470m. Contractor to realign and request re-inspection.
RFI-0394,PKG-05-TRACK,STN-04-Palam,TRACK,Third rail insulator mounting,PLANNING_ENG,CTR-03,INS-02,2026-03-24,2026-03-26,2026-04-07,REJECTED,496.42,0,rmt,"REJECTED: Concrete cover insufficient at 3 locations. Cover meter shows 21mm against required 50mm. Rectification required before re-inspection. Weather: Monsoon conditions, intermittent rain."
RFI-0395,PKG-02-ELECTRICAL,STN-04-Palam,ELEC,Cable tray routing,PLANNING_ENG,CTR-04,INS-06,2025-12-10,2025-12-12,2025-12-10,APPROVED_WITH_COMMENTS,168.2,159.06,kg,Approved with comments: Pre-stressing within limits but elongation at 5.7% of theoretical is close to 5% tolerance. Extra monitoring on next span.
RFI-0396,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Rail fastening clip installation,PLANNING_ENG,CTR-03,INS-03,2025-12-15,2025-12-17,2025-12-17,APPROVED_WITH_COMMENTS,486.45,447.63,nos,"Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0397,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Track bed preparation,SITE_ENG,CTR-03,INS-01,2025-11-09,2025-11-11,2025-11-11,APPROVED,77.98,76.68,nos,"Cable laying completed as per routing diagram. Insulation resistance test passed (465 Megaohm). Bend radius maintained. Approved. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0398,PKG-04-TELECOM,STN-08-Kirti-Nagar,TEL,Network switch installation,SITE_ENG,CTR-05,INS-11,2025-10-21,2025-10-23,2025-10-22,APPROVED,229.07,204.58,rmt,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0399,PKG-04-TELECOM,STN-08-Kirti-Nagar,TEL,Network switch installation,PLANNING_ENG,CTR-05,INS-12,2026-03-07,2026-03-09,2026-03-08,APPROVED,60.94,58.81,kg,"Fire alarm loop testing completed successfully. All 24 devices responding. Zone mapping verified against approved layout. Weather: Monsoon conditions, intermittent rain."
RFI-0400,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-01,INS-04,2025-07-15,2025-07-17,2025-07-18,APPROVED,44.14,42.54,nos,"Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0401,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Buffer stop installation,PLANNING_ENG,CTR-03,INS-02,2025-12-01,2025-12-03,2025-12-02,APPROVED,95.0,87.33,sqm,"Inspection carried out. Alignment checked with total station, deviation within +/-7mm. Material test certificates verified. Clearance granted. Weather: Overcast, light drizzle earlier."
RFI-0402,PKG-03-SIGNALLING,STN-07-ESI-Hospital,SCADA,RTU installation,CONTRACTOR_SE,CTR-07,INS-09,2025-11-05,2025-11-07,2025-11-06,APPROVED_WITH_COMMENTS,296.83,280.31,rmt,"Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0403,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Retaining wall construction,SITE_ENG,CTR-02,INS-02,2025-08-03,2025-08-05,2025-08-03,APPROVED,93.51,90.14,MT,Work executed as per approved drawing DRG-264-R2. Concrete cube strength satisfactory at 35 MPa. Cover meter reading within tolerance. Approved for next activity.
RFI-0404,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Staircase structural work,PLANNING_ENG,CTR-03,INS-02,2025-07-23,2025-07-25,2025-07-26,APPROVED_WITH_COMMENTS,236.77,220.57,sqm,"Approved with comments: Overall installation acceptable. Minor paint touch-up required at 8 locations. Snag list attached. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0405,PKG-03-SIGNALLING,STN-01-Janakpuri-West,SIG,LED signal head mounting,CONTRACTOR_SE,CTR-06,INS-09,2026-03-06,2026-03-08,2026-03-07,APPROVED_WITH_COMMENTS,397.64,360.69,sqm,Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected.
RFI-0406,PKG-02-ELECTRICAL,STN-05-Sadar-Bazar,BMS,HVAC integration with BMS,PLANNING_ENG,CTR-05,INS-06,2026-02-15,2026-02-17,2026-02-16,APPROVED_WITH_COMMENTS,300.97,268.72,cum,Approved with comments: Track fastening acceptable but 6 clips show minor corrosion. Replace during next maintenance window.
RFI-0407,PKG-03-SIGNALLING,STN-04-Palam,SIG,Signal post foundation,CONTRACTOR_SE,CTR-06,INS-10,2025-05-11,2025-05-13,2025-05-12,APPROVED_WITH_COMMENTS,392.11,384.87,MT,"Approved with comments: Alignment acceptable but contractor advised to improve survey control. 8mm deviation close to limit. Weather: Monsoon conditions, intermittent rain."
RFI-0408,PKG-03-SIGNALLING,STN-05-Sadar-Bazar,SIG,Point machine installation,CONTRACTOR_SE,CTR-06,INS-09,2025-10-07,2025-10-09,2025-10-08,APPROVED,353.89,333.21,kg,Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage.
RFI-0409,PKG-04-TELECOM,STN-03-Dashrath-Puri,TVS,Jet fan mounting,SITE_ENG,CTR-07,INS-12,2025-06-19,2025-06-21,2025-06-19,APPROVED,37.38,35.71,cum,Work executed as per approved drawing DRG-205-R2. Concrete cube strength satisfactory at 28 MPa. Cover meter reading within tolerance. Approved for next activity.
